"KontoBankoweID";"Login";"Haslo";"StanKonta"
51638;"molonehp";"o6TyFNsbuBI";"$449.75M"
51639;"acamplinghq";"Zlr9qmTCtV";"$804.39M"
51640;"wtasselhr";"HiDywRB5ZCy";"$60.17M"
51641;"fplaiths";"GQcTFWYAmuf";"$1.25M"
51642;"gscurryht";"yPQdEu9Wt";"$2.47B"
51643;"pglozmanhu";"RHq8Y82IEcF0";"$9.82B"
51644;"kalessandrettihv";"pgyxYHGzpZ";"$31.68B"
51645;"dkeillohhw";"3GkEnSn";"$858.03M"
51646;"cgoochhx";"XW8Ke0hvdgo7";"$445.08M"
51647;"falphy";"gc3o6H";"$2.97M"
51648;"gmeddemmenhz";"sEPP2sJx";"$25.09B"
51649;"vrutti0";"mQcq46Lm";"$123.88B"
51650;"eoheagertiei1";"4ZKyOB";"$727.71M"
51651;"cstoreri2";"T2apAw46NX";"$96.49B"
51652;"jraithmilli3";"ZPiwndVPjuEN";"$9.16B"
51653;"jhuntressi4";"GWgOktmvF";"$167.72M"
51654;"mmattaseri5";"uTjay2p1n2P";"$40.45M"
51655;"mbonetti6";"O1omos5fa";"$655.78M"
51656;"swashi7";"BC1Zc6sz";"$536.92M"
51657;"tsmorthiti8";"9QD1FVXgDqN";"$517.81M"
51658;"sfilimorei9";"Gm1dmp";"$3.62B"
51659;"hathersmithia";"vpTculvbWrmJ";"$434.35M"
51660;"slongbothomib";"e3dnp34";"n/a"
51661;"esweettic";"RkYAhZo2u3";"$23.33B"
51662;"gscrymgeourid";"E6h44qQ";"$835.65M"
51663;"eeallesie";"xU24Hyx";"$15.38M"
51664;"tfishpoolif";"vAy6kl3rZqRZ";"$638.92M"
51665;"csheltonig";"RARAg06e9vN";"n/a"
51666;"mmessomih";"xYJGbxmKVQDj";"n/a"
51667;"zdurningii";"BJPjMv";"$1.55B"
51668;"selijahij";"ab9FYqSAI";"$3.27B"
51669;"aszanthoik";"jhwfQRIeg35";"$258.91M"
51670;"mandrejevicil";"e42Pl3lk";"$2.63B"
51671;"vbastableim";"3RyRc3X";"$350.95M"
51672;"vmearingin";"X3JEBtimaBUE";"$2.69B"
51673;"cthomassenio";"8Lnhd5cJ";"$9.12M"
51674;"amarthenip";"4zDbu6RgJPOk";"$224.11M"
51675;"mhovingtoniq";"tqRT29flk";"$4.72B"
51676;"kgreenhamir";"FZbv1crqiuV";"$1.39B"
51677;"bcullabineis";"ftEcmKLU10l";"$763.42M"
51678;"mjedraszekit";"atxx9fu";"n/a"
51679;"wjewesiu";"BYOpYgWkkg6R";"$165.72M"
51680;"aashingdeniv";"Ue1eYvxg5CT";"$35.97B"
51681;"hpikesleyiw";"Innk81j";"$882.08M"
51682;"kswiffanix";"uBiOVWPIj";"$146.29M"
51683;"njumeliy";"eVEYiszqWt";"$14.34B"
51684;"cjergiz";"z1X7ii65";"$13.85M"
51685;"ieckertj0";"FNQqQdvK";"n/a"
51686;"lsargisonj1";"zbFhbZ1VWL";"$4.61B"
51687;"djohnstonj2";"Mu6J191jtg";"$184.66M"
51688;"mstokoej3";"vIC3Ja";"$1.63B"
51689;"fpobjayj4";"FiPIinjD";"$1.72B"
51690;"kmccalisterj5";"hRWGTMivREO";"$130.45M"
51691;"mhoppnerj6";"Kn8NaG1c";"n/a"
51692;"gadolphinej7";"FNC4z7bcX";"$13.87M"
51693;"awhereatj8";"Kekfu0";"$5.46B"
51694;"lswedej9";"p8st4qm";"$273.57M"
51695;"smonshallja";"eb2EuiT";"$177.71M"
51696;"ssowtejb";"i5NqZD5b3uA";"$9.35B"
51697;"amcalpinejc";"Doo2lI";"$3.06B"
51698;"pballefantjd";"LjdyqTPTkT";"$55.73B"
51699;"crawneje";"2M1tD9Yeuvy";"$152.96M"
51700;"cfallensjf";"Lcbp3S";"$379.99M"
51701;"elammengajg";"MMc7a0K8aI";"$2.7M"
51702;"bcarnalljh";"Sa3WeukdZeWF";"$641.08M"
51703;"scellierji";"73qUZUl";"$53.58M"
51704;"smccoyjj";"iovuLNfPtd";"$142.26M"
51705;"bslocombjk";"eQDBlDuqr";"n/a"
51706;"tbovisjl";"2LkVBGXG2VM";"$33.92M"
51707;"gcollumbinejm";"5nv0uO1eyR";"n/a"
51708;"jibbsjn";"IIiFxmjReU";"$772.41M"
51709;"mlaurentjo";"nQ8xhJg4";"$1.8B"
51710;"bmaricjp";"rfycyP3Gj";"$151.51M"
51711;"mvelarealjq";"RxV4AKYL";"$1.31B"
51712;"ttoquetjr";"KOCmFEkbuge";"$11.74B"
51713;"nfittalljs";"SasoUZSTv9uz";"$16.82M"
51714;"cchazottejt";"iUtJdp";"$951.53M"
51715;"vsalandinoju";"YBq6rAkLdTe";"n/a"
51716;"dmccandiejv";"uYdEqV";"$367.04M"
51717;"glauksjw";"2vbIAd";"$14.33M"
51718;"smaletrattjx";"HFQbfI";"$1.53B"
51719;"jmabbettjy";"CxamWDLap";"$17.94B"
51720;"hsweatingjz";"axktYRHs";"n/a"
51721;"smaccik0";"XOHYfQC";"$1.01B"
51722;"jscardifeildk1";"DRc6Lw";"n/a"
51723;"jstickelsk2";"xUutRFMvLwce";"$167.89M"
51724;"dducroek3";"9YSIYz9LK0";"$31.1B"
51725;"rpostgatek4";"8GMKIotOF";"$9.06B"
51726;"fgluyusk5";"2gXpV8G";"$563.5M"
51727;"tcrossfieldk6";"wOmdJ4IcJMwc";"n/a"
51728;"xhedgemank7";"o0mAZ1DuN";"$50.2B"
51729;"treubelk8";"7YEW2n";"$7.48B"
51730;"wborleacek9";"ZPMmbW4mrXo";"$822.58M"
51731;"dpickvanceka";"Zs2Wslv5AbAx";"$123.88B"
51732;"gjoneykb";"Cs1aGv";"$4.21B"
51733;"tpeerkc";"OdmEJmMn3T";"$966M"
51734;"olutzkd";"wdQznhQw";"$479.19M"
51735;"ddoolerke";"30JLV5emD";"$19.06M"
51736;"cdankskf";"kHOT2Sahd";"$161.78M"
51737;"lborderkg";"0MkWE7E";"$95.77M"
51738;"kklainerkh";"ehLloc";"$405.53M"
51739;"hgravenallki";"Q1HE9Kl1";"n/a"
51740;"ryesipovkj";"kRgltt0";"$89.13M"
51741;"mloveguardkk";"15xqrlMypBAG";"$151.51M"
51742;"ysearsonkl";"SwiM6IEsn";"$45.43M"
51743;"bkegginskm";"urrSmvv";"n/a"
51744;"shanveykn";"xwHMMRk";"n/a"
51745;"abaileko";"eMLfSVz";"n/a"
51746;"cmicklewrightkp";"lG358piLl9";"$133.85M"
51747;"gdummigankq";"kkqT9iU";"$23.39B"
51748;"twenzelkr";"xWQmoMr";"$21.6M"
51749;"jyoudks";"sJ32i9U";"$193.55M"
51750;"jaggottkt";"YRSfuYfh";"n/a"
51751;"blevingtonku";"jfhZzxX21uBH";"$911.47M"
51752;"rmccombkv";"n4LF42mO2y";"$32.87M"
51753;"jbentinckkw";"721oH3R";"$1.26B"
51754;"mallsworthkx";"5OAVnHhe";"$397.33M"
51755;"rplumbeky";"VQyi1o";"$292.59M"
51756;"srumgaykz";"M0xwCr88";"$221.12M"
51757;"thellcatl0";"Tb2Ti9Cf";"n/a"
51758;"ewherritl1";"4wVVSI7";"$130.45M"
51759;"fhamlinl2";"z19dmfvUK0EE";"$164.43M"
51760;"jholywelll3";"meEHRMhfs";"n/a"
51761;"shackerl4";"3Dtr7TA";"$146.29M"
51762;"kholdl5";"Emn8Run";"$461.58M"
51763;"dloryl6";"ditu0Zbn2aUZ";"$13.07B"
51764;"fpantlinl7";"Mf05UyH";"$26.32B"
51765;"smcinerneyl8";"BjRuN0";"$6.53B"
51766;"akeelingel9";"KKbkMnzjDYd";"$3.51B"
51767;"candrzejakla";"UT6jUhC5e";"$975.82M"
51768;"askypplb";"b5HhLjTC";"$417.85M"
51769;"mtremathicklc";"KiqMhxr7yv";"$289.1M"
51770;"dbarusld";"8IVCra";"n/a"
51771;"jwoodmanle";"FlnVffauk5";"$1.35B"
51772;"dethingtonlf";"EY1xo3FRj5bU";"$10.8B"
51773;"dbalmalg";"BLKPc0SxKej";"$2.52B"
51774;"tconwslh";"irBuihDgA";"$7.93B"
51775;"sokelleherli";"FNi3ORr88pN";"$10B"
51776;"whinkensenlj";"gIGfVVOk8";"$2.33B"
51777;"zartuslk";"R5teoOk";"n/a"
51778;"csommertonll";"LRCeRuk4Iv";"$59.2M"
51779;"cteelm";"0O5KQarX";"$27.68M"
51780;"vhalbeardln";"dlGm7WTw8wIr";"$4.63B"
51781;"redelmanlo";"emX8e2SrSJ";"$9.92B"
51782;"rpaverlp";"KtLoEYBYwaR";"n/a"
51783;"igotcherlq";"E9YVGSljdD";"$1.38B"
51784;"bbiskupeklr";"GPYyJcox";"$288.73M"
51785;"jbrecknallls";"k6TZvATWIH";"$35.28M"
51786;"klovielt";"ALKK8I";"$1.51B"
51787;"mbrumptonlu";"oOEcBnEFEZ7K";"n/a"
51788;"eaubinlv";"EwwzPhaT";"$644.87M"
51789;"wkilfedderlw";"gyFNoFL3";"$27.19M"
51790;"ljeandinlx";"0okgK6";"$1.32B"
51791;"wcrownely";"Ls7LYPj";"$102.63B"
51792;"vsparrowlz";"0E8rm1CD7";"$12.99M"
51793;"ccarnamanm0";"Izoddz";"$1.07B"
51794;"mfawloem1";"LYiDaynCiT1";"$350.52M"
51795;"bmaclennanm2";"yxgJdT3CE";"$227.14M"
51796;"hphilpottsm3";"k90y4BKkg";"n/a"
51797;"bmessagem4";"FrDmoP";"n/a"
51798;"dpiddlesdenm5";"mjBlaPh9WM";"$4.82B"
51799;"fsimonnotm6";"HUSmHRknWI";"$5.84B"
51800;"ggeeritsm7";"V7jIZtSL2x";"n/a"
51801;"mcleminshawm8";"21jqPFO";"$326.9M"
51802;"jghelardim9";"AI4F5Zi9";"$234.92M"
51803;"bruxtonma";"J7y3kRa4UM";"$371.14M"
51804;"mbussmb";"KPSXx9SW";"$67.47M"
51805;"tlynockmc";"mHwLYQdru";"$3.59B"
51806;"cleregomd";"os0j8sA";"$532.95M"
51807;"astripplingme";"1JZBGV36";"$32.88B"
51808;"lsnassellmf";"2Qqof3eY";"n/a"
51809;"sbalmemg";"u7hflDcgLyl";"$3.08M"
51810;"bdaldanmh";"zItsyqijBpF";"$452.26M"
51811;"aadnemi";"0jLqYUaK5xE";"$2.39B"
51812;"celdertonmj";"gomrrEDnVdRd";"$98.77M"
51813;"blearmouthmk";"09C1Vi";"$703.42M"
51814;"ashaddockml";"KgtNNr8XOepo";"$4.74B"
51815;"dkettleymm";"ZbGntydj90";"$468.42M"
51816;"smakinsonmn";"y2qMHYf";"$2.87B"
51817;"mblincoemo";"QsNfko";"$1.25M"
51818;"npielemp";"T0u72MgpDzMW";"$888.39M"
51819;"aquantrillmq";"9byzcyt1";"n/a"
51820;"rstuddeardmr";"JPX6ycKs8H";"$738.12M"
51821;"gwintourms";"BdD0Ec";"$752.08M"
51822;"mmorlonmt";"fQZ2PoLvcT";"$83.53M"
51823;"atomensonmu";"LecO1zmv7ktT";"$12.5B"
51824;"msatterlymv";"H9WSzbp2G7C";"$2.73B"
51825;"dmatussowmw";"d9xJrKeDq";"$492.78M"
51826;"eomalleymx";"3sjNOtC";"$6.58M"
51827;"bkwiekmy";"qUOZuA4h2e";"n/a"
51828;"csweeneymz";"GUK8LfLftS";"$702.5M"
51829;"bmazinn0";"SAvlYk";"$4.32B"
51830;"tsaffilln1";"MVRQwO";"n/a"
51831;"eegglestonn2";"sVRJfPSer6L";"$610.36M"
51832;"cmilsteadn3";"fFXD0j";"n/a"
51833;"ndrawmern4";"lJjgczWXxf";"$132.03M"
51834;"spreshousn5";"kDhxAXFA";"$617.06M"
51835;"hdahlgrenn6";"MP7MVjSsdI";"n/a"
51836;"spowtern7";"stSyZm4DnXAH";"n/a"
51837;"lharbronn8";"mCpGkHjU4BvK";"$1.59B"
51838;"hkanwelln9";"h2qSnV";"$13.37M"
51839;"cbeisleyna";"47Ejli7snJO";"$2.7B"
51840;"mlodemannnb";"odioqr1";"$3.2B"
51841;"vgashionnc";"NNPjxem";"$187.28M"
51842;"cboolernd";"ZXVyU1Bp";"$600.74M"
51843;"jtrippne";"ngHGzP5";"$689.02M"
51844;"nmacpeakenf";"qEuUSgsch";"$34.78M"
51845;"fguesfordng";"uq7yAw";"$828.02M"
51846;"bgalegonh";"CPUcNW9oR";"$643.74M"
51847;"jshemiltni";"I5gXdapJ";"$148.35M"
51848;"tridehalghnj";"Qw7IsD5QLo6M";"$73.48M"
51849;"vovillnk";"PeNu9uHTBDML";"$1.31B"
51850;"ejohnkenl";"5TE0uTe1u";"$28.43B"
51851;"jannetsnm";"G5XvAvrcV4s";"$251.61M"
51852;"vanyenenn";"jeyxriENo";"$6.59B"
51853;"cmertgenno";"jjNhurdStMo8";"$20.84M"
51854;"sneamesnp";"sg1V4GOyN6o";"$742.14M"
51855;"cvermanq";"XL4N2DzNA";"n/a"
51856;"cmacturloughnr";"GeWPtCHomY";"$290.46M"
51857;"ktouhigns";"pcyYQ0UKCkbh";"n/a"
51858;"cgoodrumnt";"haAYTh";"$4.5M"
51859;"kmonnerynu";"ZNYUEloA";"$617.06M"
51860;"jtomlinsonnv";"KA3LYczPK8j";"$480.79M"
51861;"dreidenw";"lJ8fuGQ";"$3.27B"
51862;"bdeemingnx";"rTQXlQh7YD2h";"$79.41B"
51863;"mcastilljony";"AGIDkx3xe9";"$195.08M"
51864;"abremennz";"YhVxZyZIRhdz";"$140.16M"
51865;"dmilberryo0";"MdZnV2YtIjx";"n/a"
51866;"kocannano1";"SVGw7P";"n/a"
51867;"ocasoneo2";"lVIsxL";"$742.65M"
51868;"rhardingo3";"TMTJCnEXc";"$2.24B"
51869;"psheircliffeo4";"IJh0fX6f9";"n/a"
51870;"aperrymano5";"yQjq3uu";"$491.64M"
51871;"ibehnekeo6";"Q72g2a";"$6.77B"
51872;"mfeatherso7";"GVObGJPUcW";"$33.83M"
51873;"rsimao8";"mitZ6f2w";"$228.72M"
51874;"hsieghardo9";"yMTSLNYv";"$816.46M"
51875;"gburgottoa";"kOOZSoV5Q0RE";"$17.52B"
51876;"bgiblinob";"bnu92J7j1wRC";"$7B"
51877;"dfleemingoc";"p5qFEsys";"$42.28M"
51878;"efiguresod";"aGaz5GE5Cc";"$1.77B"
51879;"falmeyoe";"R7Nw3LZVJTpq";"$411.91M"
51880;"ngreystockof";"LWAGH4Apby";"$807.59M"
51881;"dwesselog";"le8hjPAV6F";"$112.59M"
51882;"flongstaffoh";"Q97FBGOSigy";"$2.05B"
51883;"dbessettoi";"zEo4nF4GRE";"$64.88M"
51884;"gprivostoj";"nji1rHy";"$2.63B"
51885;"rgetshamok";"FABPC0vIJ2v";"n/a"
51886;"wcroseol";"ZhPSQU90g";"$3.17B"
51887;"tmckelvieom";"CD6k9gL";"$1.42B"
51888;"gmaccathayon";"0MKKeZyScW";"$983.79M"
51889;"coffordoo";"J0kngIGZu";"n/a"
51890;"lbutchersop";"YOKdTnsAY8s";"$1.59B"
51891;"scheshireoq";"Tj0GU3NztX";"$520.56M"
51892;"jwhetlandor";"MzVWDt6";"$406.45M"
51893;"lcranhamos";"jutHo4dRupb";"$1.64B"
51894;"diacobacciot";"oxrpjJlcVAmz";"n/a"
51895;"aderyebarrettou";"UGrJD5wX68dD";"$65.53M"
51896;"gseerov";"tnB6j49";"$1.59B"
51897;"sliepmannow";"sujaYXB1LVR";"$4.9M"
51898;"aguerinox";"scb9NvJ8Ku";"$141.67M"
51899;"llattkaoy";"XgiIBeBc6E";"$7.97B"
51900;"bgarnalloz";"v7WaTnWP6E";"$27.14B"
51901;"emarchingtonp0";"X80YSAc6O";"$1.37B"
51902;"lgallandersp1";"j5fRtWH";"$143.33M"
51903;"psibbetp2";"I6hEwxuzmF";"$475.98M"
51904;"dcolamp3";"o5dkVr";"$14.4B"
51905;"mcoucherp4";"2zfP5SLmeSGz";"$1.62B"
51906;"aroonp5";"kH2CYDr";"$5.56B"
51907;"ghaileyp6";"Li8NUYCq";"$596.88M"
51908;"jmcginlayp7";"6Dov8Rk8G";"n/a"
51909;"ckenyonp8";"8baRWVD1";"$13.79M"
51910;"xfaganp9";"Snlzj4rs";"$174.98M"
51911;"hcubbinipa";"40oa2SYOnySN";"$1.95B"
51912;"kortellpb";"369N6vWNV4";"$835.65M"
51913;"jconiffpc";"OXLFs1SDyt1";"n/a"
51914;"dholdworthpd";"KNkkVt7";"$178.72M"
51915;"tprescotpe";"emcqhv";"n/a"
51916;"sweinepf";"jCLtBvtySOZ";"$104.39M"
51917;"sgriolipg";"Z2LQwhI";"$1.26B"
51918;"mdyph";"Sivoc0z";"$213.5M"
51919;"respositapi";"CB5OOp";"$1.88B"
51920;"kjoncicpj";"hIjI0hO";"$247.66M"
51921;"ppetrinapk";"UrWRRuQK6tj";"n/a"
51922;"vmassenhovepl";"g5EmWFyG";"$10.14B"
51923;"kjewelpm";"2atSgSuNfXV";"$17.26B"
51924;"csweetlovepn";"KWOTwlGFcIhW";"$20.23B"
51925;"sagastinapo";"vK2qKdq";"$2.27B"
51926;"cplowellpp";"t8plFJ";"$5.85B"
51927;"fiddienspq";"X4fia7PbaRP";"$1.53B"
51928;"jblaypr";"HENG7bAUmqGX";"$213.38M"
51929;"eloughtonps";"J0sSMaoh4";"n/a"
51930;"jmcilwrickpt";"vGWyIEQeK";"n/a"
51931;"galvenpu";"R6tidu7w";"$552.62M"
51932;"klammiepv";"SB4FakE";"$7.3B"
51933;"fudiepw";"DwmBQpXoLEH";"$374.11M"
51934;"cczadlapx";"cBxqbApPt2x";"$2.18B"
51935;"ngotcherpy";"rrFs54ygLgG";"$73.48M"
51936;"smoncrefepz";"uHHuzMrCZ";"n/a"
51937;"pgraysmarkq0";"5WKTmTvG";"$736.77M"
51938;"rschonfelderq1";"7gQEC22M";"$83.44M"
51939;"ebeertq2";"I1CJOyeRw0i";"$1.59B"
51940;"dgaliaq3";"4KjyrwGKUTj0";"$1.21B"
51941;"tmelledyq4";"CfeQk8YHW";"n/a"
51942;"jchartresq5";"nSAKgA4";"$2.78B"
51943;"kplacidoq6";"u2GukjsJkDhP";"$551.7M"
51944;"wwaghornq7";"kGNXU2C6TG";"$1.04B"
51945;"jroughsedgeq8";"4xMfGn9IQDkb";"$741.61M"
51946;"mropckeq9";"9d5gMP23qGnx";"$398.31M"
51947;"crainerqa";"lFOQdLVze3xt";"$888.48M"
51948;"rjahndelqb";"cPSbZ7oPzytl";"$332.19M"
51949;"amelloyqc";"WQh9DEJ0L";"$3.74B"
51950;"sisacssonqd";"fUgM9g";"$42.85M"
51951;"ebraunesqe";"vKoIAYUB1dL";"$2.35B"
51952;"jsnowdonqf";"aSAAgyMsT8M";"$9.03B"
51953;"kwizqg";"Pe1Yr8W7v";"$365.71M"
51954;"mdwyrqh";"26YMhoORHvV";"n/a"
51955;"kmcardleqi";"q26fkSNBj";"$21.76M"
51956;"sechlinqj";"JrrEJvxxmT";"$295.19M"
51957;"avipanqk";"PCd8KoE";"$1.29B"
51958;"mteggartql";"jR9D4peH8qvW";"$821.61M"
51959;"mabrahamoffqm";"07K6Gdsw46P7";"$1.48B"
51960;"acripinqn";"u6uwYOxXpU";"$7.58B"
51961;"dzarbqo";"8ikEiAfY0PrQ";"$300.86M"
51962;"mlevesleyqp";"CLkiqqZV";"$43.5M"
51963;"jferreoqq";"IwurZ9bov";"n/a"
51964;"fcampelliqr";"xgGhGi89z12T";"$87.38M"
51965;"grogersqs";"mP1HLePMR1DT";"$804.88M"
51966;"sorrobinqt";"DXEmRC";"$1.78B"
51967;"jrawlynsqu";"Kzaq5MV0eLCo";"$594.95M"
51968;"sburdounqv";"L2PThTDyPjLa";"$42.37M"
51969;"cmcreynoldsqw";"7Laayb9mDd8M";"$1.96B"
51970;"coughtonqx";"IBslR96YARM";"$2.4B"
51971;"bcalteroneqy";"k2HNc0WDmyf";"$2.39B"
51972;"sechallierqz";"yPqyenFrO46";"$3.65B"
51973;"blochheadr0";"VNAM5SaY";"n/a"
51974;"slegliser1";"kxKblvvQ";"$967.38M"
51975;"lzoephelr2";"yk43Jg";"$4.28B"
51976;"dvossr3";"J47AkT5eOYN";"$599.24M"
51977;"wledamunr4";"BspMgBd2q";"n/a"
51978;"bchatresr5";"yJA5pY";"$1.15B"
51979;"dmayheadr6";"rt0mOey2MR";"$13.11B"
51980;"eetonr7";"yXaPDAcm";"$262.86M"
51981;"mfratsonr8";"nvq2ajImqF5";"$7.64M"
51982;"llammertsr9";"nGaEa8loU";"$242.37M"
51983;"kbarkerra";"WsWsMKXGZd";"$1.32B"
51984;"ghowseleerb";"u6O1Q0PwaOh2";"$200M"
51985;"seselrc";"4ZZeEZveX";"$1.6B"
51986;"bcornnerrd";"1Fe6AOhYLrmP";"n/a"
51987;"cmarcamre";"EDIQdtZY1AA1";"$317.4M"
51988;"wnearsrf";"kgK8AFE";"$702.5M"
51989;"ybrightwellrg";"sI9JTRzC72M";"$4.95B"
51990;"kstonebanksrh";"9ZivreZSBAA";"n/a"
51991;"bstycheri";"W6Wkpa";"$532.8M"
51992;"bshattockrj";"NXWLKBf";"$153.07M"
51993;"ddisbrowrk";"Qe3ypj";"$2.5B"
51994;"ncramptonrl";"VAb7OvV";"$7.49B"
51995;"rdalrymplerm";"UTKKg1fWm";"$3.07B"
51996;"tbarrablern";"iK4AUldHq";"n/a"
51997;"smacewanro";"alvm0d80Ms";"$33.7B"
51998;"rbrehatrp";"67LVeh0LiZn";"$776.55M"
51999;"nbrandenburgrq";"CdeqDu2";"$1.41B"
52000;"mmalatalantrr";"vrobyCit59wf";"$21.55M"
52001;"galldis0";"LSwoKDVS0";"$44.38M"
52002;"cscapelhorn1";"IQAoUnV";"$588.87M"
52003;"amilier2";"BC7xr5lM1PN0";"$73.68M"
52004;"tmoss3";"oB8Ck5tA";"$449.65M"
52005;"rmaudling4";"Od6ASdt";"$64.33M"
52006;"dquarterman5";"dGH0dtmKUn";"$514.79M"
52007;"mbalhatchet6";"P6L9Ku";"$187.18M"
52008;"gjanning7";"xZcHHo";"$125.85M"
52009;"mketchell8";"6qCHfJQtNvxN";"$34.78M"
52010;"gfernley9";"OWW7im9CA";"$1.15B"
52011;"egiereka";"5eFILX";"$1.67B"
52012;"rcotonb";"L5sPPN2g";"$73.3M"
52013;"cjohantgesc";"KyiCgzlaE";"$46.9M"
52014;"icawthryd";"Pgjsln2";"$96.77M"
52015;"lbryerse";"FrTpNy";"$146.86M"
52016;"lbrammerf";"ABCzqjBT1t2K";"$226.82M"
52017;"cwenderottg";"r6hcaJx";"$5.12B"
52018;"kjeynesh";"hhtrjq0LB";"n/a"
52019;"rpancousti";"jhocKYQO0h";"$3.65B"
52020;"ysherrottj";"1ojhHo";"$189.2M"
52021;"lleabeaterk";"bODNVLc";"$4.11M"
52022;"geldridl";"OfpyAZo4raml";"$87.57M"
52023;"boheneghanm";"Ej63LwESaeOT";"$690.47M"
52024;"dkonerdingn";"grwLnoM5m";"$35.28M"
52025;"awillshereo";"9cmOrup";"n/a"
52026;"smacgebenayp";"mJRw4spOnp";"$3.26B"
52027;"cseeryq";"4yjnPF";"$61.03M"
52028;"pcorror";"SWdlvy";"$117.99B"
52029;"lsissons";"1PLsQ2";"$16.65B"
52030;"hlowet";"C167ql51td";"n/a"
52031;"rcollsu";"9GQ4hNliCr";"$9.21B"
52032;"kcaddellv";"Wi7Jukbh";"$1.28B"
52033;"kericssonw";"v4sBVdf0b0IU";"$1.41B"
52034;"mpentlandx";"P0utuBxGQ";"$151.04M"
52035;"akeatleyy";"ql016zBhOo";"n/a"
52036;"jdandiez";"W0h0ntnSu";"$420.27M"
52037;"glaying10";"6Xxlnr";"$94.06M"
52038;"jcornfoot11";"VcsIrHUg83";"$1.54M"
52039;"pstoker12";"rHfmKB9";"$21.8M"
52040;"gschruurs13";"kpJpykZdc6eb";"$9.89B"
52041;"jdoud14";"YLhAXELI";"n/a"
52042;"nbutte15";"XzCPqxTAq";"$1.21B"
52043;"mivers16";"KUqMWETMVF5S";"$47.65M"
52044;"lpendlenton17";"eMt2WZLOA34";"$607.83M"
52045;"ndeedes18";"0iHNInZh9";"$9.9M"
52046;"bburgane19";"5LTSYK";"$43.94B"
52047;"bblankley1a";"QfDeU6yZTAf";"n/a"
52048;"dtowl1b";"kdpi7P";"$118.89M"
52049;"ctilly1c";"zIPjiG";"$2.24B"
52050;"dgiacopini1d";"iqfvLzSYyOX";"$79.09B"
52051;"hvarnam1e";"D1pLLG";"$55.25M"
52052;"jweatherhead1f";"eV51HnK3R";"$16.61M"
52053;"lmyrkus1g";"ufPfuUoKB2";"$658.05M"
52054;"kbraunthal1h";"mIvC91";"$413.03M"
52055;"cogan1i";"0ZbIamC";"$97.38M"
52056;"ahollows1j";"ndZn1uwPe";"n/a"
52057;"amaunders1k";"qWmyer";"$4.28B"
52058;"rbarta1l";"7hZCCVIR";"n/a"
52059;"npinchbeck1m";"eJQrARknbjb";"$34.43B"
52060;"jwiskar1n";"BwqOiDeT2Bo";"$180.01M"
52061;"jgowar1o";"cOsbMdbPaw";"n/a"
52062;"nmandrake1p";"ji3ne7RBsn";"$255.6M"
52063;"rcureton1q";"EpRiFHw";"n/a"
52064;"rkuhnt1r";"xYSRCKgdEv";"$9.94M"
52065;"dprobat1s";"PsMRYhav";"$826.02M"
52066;"kpike1t";"e8OznsATSqh";"$30.7B"
52067;"ahurle1u";"LkUuHMD7v6";"n/a"
52068;"sseivwright1v";"5dBVNqDBI";"$271.66M"
52069;"rsibley1w";"sCTeFwNZc";"$646.76M"
52070;"jpitone1x";"VpNspXnJ";"$116.77M"
52071;"apoynzer1y";"e24EcS";"$200.83M"
52072;"jarnaldo1z";"Jq6t03pz3";"n/a"
52073;"pszimon20";"2oyvIIYnbCDc";"$22.51M"
52074;"sburlay21";"rU1gunMKO3eX";"$136.89M"
52075;"rbool22";"N79O90c0K";"$20.23B"
52076;"jwoodworth23";"IBL3kVGCd";"$428.38M"
52077;"itembridge24";"Fte3YkgmjLxz";"n/a"
52078;"cpartleton25";"RUdgZu4Sl";"$121.11M"
52079;"tmcgiveen26";"NgxAAx3EsY";"n/a"
52080;"phenningham27";"VQXZRP4";"$241.57M"
52081;"rclegg28";"QpEwgPD";"$8.64B"
52082;"amcffaden29";"hs9MtW1Aq";"$5.11B"
52083;"opedrocchi2a";"CMAbjHpx5G";"$48.2M"
52084;"pgogan2b";"K1YFzwRTM2";"$2.83B"
52085;"skrolak2c";"CrF1KIG";"$1.06B"
52086;"abaison2d";"Z3ZPnw";"$65.68B"
52087;"llewinton2e";"70qkdLa3";"$3.49M"
52088;"jfullstone2f";"uyYnUICB2NT";"$666.84M"
52089;"barington2g";"WhUd1K2";"n/a"
52090;"lconn2h";"BN81ToakLND";"$2.43B"
52091;"swebby2i";"562SEADTDa";"$86.11M"
52092;"lliebermann2j";"B0PPRoX";"$20.5M"
52093;"jpeaker2k";"OJi0VZOQGg";"$11.35M"
52094;"crois2l";"pFE9KDdS9y";"$14.78B"
52095;"pchaulk2m";"3EqVmYWDb";"$35.86B"
52096;"wrahill2n";"cgENdEPXQ1Vt";"$8.51B"
52097;"rkayne2o";"wZ0R5TrY0";"$78.33M"
52098;"ldumbellow2p";"5vUsAQxj";"n/a"
52099;"rrex2q";"05njrFkFk";"$526.1M"
52100;"awisham2r";"IMIhRpGn";"$2.44B"
52101;"eeastwell2s";"ZsvOzUgoSf";"$127.42M"
52102;"dcoonihan2t";"8iBJQN";"$1.04B"
52103;"kmangenot2u";"G7hEx9duW";"$299.12M"
52104;"emcgannon2v";"Yv3690CK";"$4.42B"
52105;"smacmaster2w";"TcjYdABPQWX";"n/a"
52106;"dstutt2x";"3xxpj7UirUl";"$49.95B"
52107;"pgonthier2y";"trz8yCnks";"$448.07M"
